n1,n2,t
10,4,83300
33,45,83300
9,31,83300
9,7,83320
11,4,83320
8,10,83320
33,2,83340
9,28,83340
11,4,83340
8,10,83340
33,2,83360
11,13,83360
0,49,83360
8,10,83360
33,2,83380
11,4,83380
8,10,83380
9,28,83400
8,10,83400
12,2,83420
8,10,83420
33,2,83440
9,7,83440
3,44,83440
8,10,83440
12,43,83440
33,2,83460
8,10,83460
13,43,83460
33,2,83480
0,3,83480
9,28,83480
8,10,83480
13,43,83480
33,2,83500
0,3,83500
9,28,83500
12,43,83500
3,49,83500
13,43,83500
33,2,83520
9,7,83520
7,28,83520
8,10,83520
33,2,83540
9,7,83540
7,28,83540
9,7,83560
7,28,83560
33,2,83580
9,7,83580
7,28,83580
9,28,83580
33,2,83600
9,7,83600
7,28,83600
9,28,83600
9,7,83620
9,28,83640
33,2,83660
33,2,83680
3,49,83680
33,2,83700
45,29,83700
12,35,83700
3,49,83700
33,2,83720
7,28,83720
45,29,83720
0,3,83720
11,10,83720
3,49,83720
33,2,83740
7,28,83740
0,3,83740
3,49,83740
9,7,83760
7,28,83760
2,35,83760
3,49,83760
9,7,83780
10,21,83780
0,3,83800
2,35,83800
11,9,83800
10,21,83800
0,3,83820
2,35,83820
33,2,83840
0,3,83840
9,10,83840
0,3,83880
13,49,83880
8,13,83880
4,3,83880
7,38,83900
8,9,83900
43,37,83920
33,2,83920
9,7,83920
33,13,83920
9,38,83920
33,49,83920
43,37,83940
9,7,83940
8,43,83940
9,38,83940
9,7,83960
8,43,83960
9,38,83960
45,29,83960
10,43,83960
10,13,83960
13,43,83960
13,21,83980
10,43,83980
10,13,83980
10,21,83980
13,43,83980
13,21,84000
2,49,84000
10,43,84000
10,13,84000
10,21,84000
43,21,84000
13,43,84000
9,7,84020
12,30,84020
13,21,84020
10,13,84020
10,21,84020
4,3,84020
9,7,84040
8,21,84040
12,30,84040
2,49,84040
8,10,84040
10,13,84040
9,0,84040
10,21,84040
8,13,84040
9,7,84060
8,21,84060
2,49,84060
8,10,84060
0,2,84060
9,0,84060
10,21,84060
9,7,84080
8,21,84080
8,43,84080
45,29,84080
7,38,84080
2,49,84080
10,13,84080
0,2,84080
8,13,84080
8,43,84100
4,0,84100
7,38,84100
2,49,84100
43,21,84100
13,43,84100
4,0,84120
13,21,84120
10,23,84120
10,13,84120
43,44,84120
46,49,84120
8,43,84140
4,0,84140
10,13,84140
33,2,84160
45,46,84160
8,43,84160
4,0,84160
10,23,84160
10,13,84160
33,2,84180
8,43,84180
7,38,84180
43,21,84180
33,2,84200
43,46,84200
2,45,84200
4,0,84200
7,38,84200
10,21,84200
43,25,84200
33,2,84220
9,7,84220
9,38,84220
7,38,84220
10,43,84220
33,2,84240
9,7,84240
9,38,84240
4,0,84240
7,38,84240
10,43,84240
13,43,84240
33,2,84260
8,43,84260
4,0,84260
7,38,84260
13,43,84260
10,45,84280
33,2,84280
9,7,84280
43,21,84280
10,45,84300
33,2,84300
9,10,84300
0,2,84300
9,45,84300
3,2,84300
33,2,84320
0,2,84320
7,21,84320
9,46,84320
3,2,84320
10,45,84340
0,2,84340
3,2,84340
13,21,84360
10,43,84360
0,2,84360
43,21,84360
45,42,84360
13,43,84360
10,45,84380
9,43,84380
33,2,84380
9,7,84380
43,22,84380
12,37,84380
0,2,84380
33,2,84400
9,7,84400
43,22,84400
12,37,84400
10,43,84400
0,2,84400
43,21,84400
9,43,84420
33,2,84420
0,2,84420
43,21,84420
10,45,84440
33,2,84440
9,7,84440
13,7,84440
8,43,84440
43,46,84440
12,37,84440
10,43,84440
0,2,84440
9,13,84440
8,46,84440
3,2,84440
10,46,84440
8,45,84460
9,7,84460
45,46,84460
8,43,84460
43,46,84460
43,45,84460
0,2,84460
9,13,84460
10,46,84460
8,45,84480
9,7,84480
8,43,84480
13,45,84480
43,45,84480
0,2,84480
10,37,84480
33,2,84500
9,7,84500
11,2,84500
8,13,84500
3,2,84500
10,37,84500
9,7,84520
8,34,84520
4,2,84520
43,45,84520
0,2,84520
13,43,84520
10,37,84520
8,45,84540
9,7,84540
13,45,84540
4,2,84540
0,2,84540
10,12,84540
4,2,84560
12,37,84560
13,43,84560
43,37,84580
33,2,84580
10,43,84580
0,2,84580
12,43,84580
10,12,84580
3,2,84580
33,2,84600
43,46,84600
4,49,84600
13,21,84600
8,4,84600
12,37,84600
9,13,84600
33,2,84620
8,4,84620
12,37,84620
8,31,84640
33,2,84640
43,39,84640
8,43,84640
43,31,84640
4,43,84640
8,31,84660
9,7,84660
8,43,84660
11,7,84660
10,12,84660
8,43,84680
46,7,84680
45,7,84700
43,39,84700
8,43,84700
10,12,84700
9,7,84720
43,39,84720
0,49,84720
10,12,84720
9,7,84740
43,39,84740
9,7,84760
9,7,84780
11,2,84780
3,2,84780
8,31,84800
9,7,84800
8,43,84800
3,2,84800
9,7,84820
43,36,84820
8,10,84820
12,35,84820
3,2,84820
7,24,84840
8,10,84840
10,43,84840
12,35,84840
3,2,84840
7,24,84860
8,43,84860
8,10,84860
12,35,84860
3,2,84860
7,24,84880
8,43,84880
10,43,84880
7,24,84900
13,21,84900
9,13,84900
7,24,84920
13,21,84920
8,10,84920
10,43,84920
9,13,84920
8,28,84920
33,2,84940
7,24,84940
13,21,84940
8,10,84940
9,13,84940
33,2,84960
9,7,84960
13,21,84960
2,49,84960
7,21,84960
10,28,84960
33,2,84980
9,7,84980
7,24,84980
8,28,84980
3,2,84980
9,7,85000
9,21,85000
7,24,85000
33,3,85000
8,28,85000
9,7,85020
8,10,85020
2,43,85020
3,49,85020
33,2,85040
8,10,85040
2,39,85040
10,28,85040
8,28,85040
9,7,85060
8,10,85060
9,45,85060
8,28,85060
9,7,85080
13,49,85080
8,10,85080
13,46,85080
10,28,85080
8,28,85080
9,7,85100
8,10,85100
10,28,85100
7,25,85100
8,28,85100
9,7,85120
8,10,85120
10,28,85120
9,7,85140
8,49,85140
10,49,85140
8,10,85140
10,43,85140
10,43,85160
13,46,85160
33,13,85180
4,13,85180
10,43,85180
13,39,85180
46,51,85200
8,43,85200
13,2,85200
8,10,85200
10,43,85200
33,2,85220
9,7,85220
46,51,85220
13,2,85220
10,43,85220
9,25,85240
33,2,85240
9,7,85240
13,2,85240
10,43,85240
46,28,85240
9,25,85260
33,2,85260
9,7,85260
33,13,85260
13,2,85260
8,10,85260
10,43,85260
9,25,85280
9,7,85280
8,10,85280
33,2,85300
9,7,85300
4,46,85300
9,4,85300
8,10,85300
4,7,85300
9,7,85320
9,4,85320
8,10,85320
13,43,85320
9,25,85340
9,7,85340
9,4,85340
12,43,85340
13,43,85340
33,2,85360
9,4,85360
33,2,85380
4,33,85380
4,2,85380
9,10,85380
4,33,85400
9,10,85400
13,43,85400
4,33,85420
8,10,85420
13,46,85420
33,2,85440
4,2,85440
13,2,85440
8,10,85440
12,43,85440
13,46,85440
49,51,85440
3,2,85440
13,43,85440
4,3,85440
33,2,85460
13,43,85460
33,2,85480
33,2,85500
9,7,85500
9,25,85520
33,2,85520
9,7,85520
10,43,85520
9,25,85540
33,2,85540
9,7,85540
8,10,85540
10,43,85540
9,25,85560
10,43,85560
9,25,85580
45,46,85580
8,43,85580
10,43,85580
9,25,85600
45,46,85600
8,43,85600
8,10,85600
10,43,85600
33,2,85620
8,43,85620
10,43,85620
9,25,85640
10,43,85640
9,25,85660
9,7,85660
8,43,85660
9,25,85680
9,7,85680
8,43,85680
33,2,85700
8,43,85700
10,43,85700
33,2,85720
8,43,85720
8,10,85720
10,43,85720
49,51,85720
8,10,85740
10,43,85740
7,34,85740
33,2,85760
10,43,85760
33,2,85780
8,43,85780
10,43,85780
33,2,85800
10,43,85800
9,34,85800
33,2,85820
10,43,85820
9,34,85820
33,2,85840
9,34,85840
33,2,85860
9,7,85860
9,34,85860
8,43,85880
13,45,85880
10,43,85880
10,45,85900
8,45,85900
8,43,85900
8,10,85900
10,43,85900
10,43,85920
33,2,85940
10,43,85940
9,7,85960
13,7,85960
10,43,85960
9,7,85980
10,43,85980
10,43,86000
13,7,86020
10,43,86020
9,13,86020
13,7,86040
10,43,86040
9,13,86040
33,2,86060
10,18,86060
10,43,86060
13,39,86060
33,2,86080
10,43,86080
8,9,86080
9,7,86100
10,43,86100
8,9,86100
49,51,86100
9,7,86120
10,43,86120
8,9,86120
13,46,86120
9,7,86140
10,43,86140
2,7,86140
9,2,86140
8,2,86140
10,43,86160
9,2,86160
9,7,86180
10,43,86180
9,2,86180
10,43,86200
9,2,86200
9,7,86220
10,43,86220
2,7,86220
9,7,86240
13,2,86240
10,18,86240
8,9,86240
8,7,86240
13,2,86260
10,43,86260
8,43,86280
13,2,86280
10,43,86280
9,2,86280
8,43,86300
13,2,86300
13,18,86300
18,2,86300
13,7,86320
9,13,86320
9,7,86340
8,43,86340
9,13,86340
8,43,86360
9,18,86360
10,43,86360
13,7,86380
8,43,86380
9,13,86380
9,7,86400
13,7,86400
8,43,86400
17,43,86400
9,13,86400
13,18,86400
8,17,86400
9,7,86420
8,43,86420
17,43,86420
9,13,86420
49,51,86420
9,7,86440
8,43,86440
17,43,86440
9,13,86440
49,51,86440
9,7,86460
13,7,86460
8,17,86460
49,51,86460
9,7,86480
13,7,86480
8,43,86480
17,43,86480
9,13,86480
17,18,86480
8,43,86500
17,43,86500
9,13,86500
8,43,86520
17,43,86520
10,43,86520
8,17,86520
10,17,86520
17,43,86540
8,18,86540
9,13,86540
8,17,86540
10,17,86540
8,43,86560
17,43,86560
10,43,86560
9,13,86560
8,17,86560
10,17,86560
13,7,86580
33,13,86580
8,43,86580
9,33,86580
10,43,86580
9,13,86580
9,7,86600
13,7,86600
33,13,86600
8,43,86600
17,34,86600
17,45,86600
33,2,86620
8,43,86620
9,13,86620
17,45,86620
9,7,86640
17,45,86640
8,43,86660
17,45,86660
10,43,86680
17,45,86680
33,7,86680
13,43,86680
10,43,86700
17,45,86700
8,13,86700
13,43,86700
8,43,86720
10,43,86720
17,45,86720
3,2,86720
13,43,86720
9,7,86740
8,43,86740
9,33,86740
10,43,86740
17,45,86740
33,7,86740
9,7,86760
8,43,86760
9,33,86760
17,45,86760
8,13,86760
3,2,86760
13,43,86760
9,33,86780
17,45,86780
8,13,86780
17,45,86800
8,13,86800
13,43,86800
9,7,86820
8,43,86820
17,45,86820
8,13,86820
13,43,86820
17,45,86840
18,21,86840
13,43,86840
17,45,86860
13,43,86860
17,45,86880
17,45,86900
3,49,86900
17,45,86920
17,45,86940
9,43,86960
13,7,86960
8,43,86960
17,45,86960
33,46,86980
17,45,86980
43,7,87000
10,43,87000
17,45,87000
13,43,87000
43,7,87020
10,43,87020
17,45,87020
9,7,87040
8,43,87040
4,2,87040
43,7,87040
10,43,87040
9,10,87040
17,45,87040
10,43,87060
9,10,87060
9,13,87060
17,45,87060
18,37,87080
4,2,87080
10,13,87080
9,13,87080
17,45,87080
4,2,87100
10,43,87100
9,10,87100
10,13,87100
9,13,87100
17,45,87100
13,43,87100
10,7,87120
43,7,87120
4,18,87120
10,43,87120
9,10,87120
9,13,87120
17,45,87120
19,2,87120
13,43,87120
43,7,87140
10,43,87140
17,45,87140
13,43,87140
9,43,87160
33,18,87160
8,43,87160
43,7,87160
18,39,87160
8,13,87160
13,43,87160
43,7,87180
10,4,87180
17,45,87180
52,49,87180
13,43,87180
17,45,87200
52,49,87200
13,43,87200
4,46,87220
8,43,87220
17,45,87220
52,49,87220
13,43,87220
4,46,87240
43,7,87240
2,49,87240
52,49,87240
18,28,87240
19,2,87240
13,43,87240
4,46,87260
19,52,87260
2,49,87260
10,43,87260
10,13,87260
9,13,87260
17,45,87260
52,49,87260
19,2,87260
2,52,87260
13,43,87260
4,46,87280
8,43,87280
17,45,87280
19,2,87280
13,43,87280
8,43,87300
17,45,87300
19,2,87300
2,52,87300
17,45,87320
19,2,87320
13,43,87320
18,31,87340
9,13,87340
17,45,87340
8,13,87340
19,2,87340
3,49,87340
13,43,87340
9,13,87360
17,45,87360
8,13,87360
19,2,87360
3,49,87360
9,13,87380
17,45,87380
8,13,87380
8,43,87400
43,7,87400
17,45,87400
9,43,87420
2,49,87420
17,45,87420
8,13,87420
2,52,87420
3,52,87440
17,45,87440
2,52,87440
3,49,87440
9,43,87460
43,7,87460
3,52,87460
17,45,87460
2,52,87460
13,43,87460
9,43,87480
43,7,87480
3,52,87480
17,45,87480
13,43,87480
43,7,87500
3,52,87500
17,45,87500
52,49,87500
2,52,87500
9,43,87520
43,7,87520
3,52,87520
17,45,87520
2,52,87520
3,49,87520
43,7,87540
8,19,87540
17,45,87540
2,52,87540
3,49,87540
17,45,87560
2,52,87560
3,49,87560
13,12,87560
9,43,87580
17,45,87580
2,52,87580
3,49,87580
13,12,87580
4,19,87580
13,7,87600
12,7,87600
43,7,87600
8,17,87600
2,52,87600
13,12,87600
4,19,87600
3,52,87620
17,45,87620
52,49,87620
13,18,87620
2,52,87620
4,19,87620
3,52,87640
17,7,87640
19,45,87640
17,12,87640
52,49,87640
2,52,87640
3,49,87640
19,46,87640
4,19,87640
9,43,87660
17,43,87660
11,4,87660
2,49,87660
9,13,87660
19,45,87660
2,52,87660
19,46,87660
11,19,87660
3,2,87660
4,19,87660
9,43,87680
17,43,87680
43,7,87680
11,4,87680
17,7,87680
17,13,87680
9,13,87680
52,49,87680
2,52,87680
9,43,87700
18,43,87700
17,43,87700
43,7,87700
11,4,87700
9,13,87700
52,49,87700
2,52,87700
13,43,87700
18,43,87720
17,43,87720
43,7,87720
11,4,87720
17,7,87720
9,13,87720
52,49,87720
2,52,87720
18,43,87740
17,43,87740
11,4,87740
9,13,87740
52,49,87740
2,52,87740
9,43,87760
18,43,87760
17,43,87760
43,7,87760
11,4,87760
9,13,87760
17,45,87760
52,49,87760
2,52,87760
4,19,87760
9,43,87780
8,43,87780
11,4,87780
17,13,87780
9,13,87780
17,45,87780
52,49,87780
2,52,87780
4,19,87780
13,45,87800
11,4,87800
17,13,87800
9,17,87800
17,45,87800
8,13,87800
2,52,87800
11,4,87820
17,7,87820
17,13,87820
17,45,87820
2,52,87820
8,45,87840
17,43,87840
13,45,87840
43,45,87840
43,7,87840
11,4,87840
17,7,87840
17,13,87840
9,45,87840
8,9,87840
9,17,87840
17,45,87840
52,49,87840
2,52,87840
4,19,87840
13,43,87840
9,43,87860
9,18,87860
43,7,87860
9,45,87860
4,52,87860
52,49,87860
2,52,87860
9,43,87880
18,43,87880
13,45,87880
11,46,87880
43,45,87880
43,7,87880
9,45,87880
4,52,87880
2,52,87880
9,43,87900
19,52,87900
17,43,87900
13,45,87900
43,7,87900
17,13,87900
2,52,87900
17,18,87900
9,43,87920
17,43,87920
13,45,87920
43,45,87920
43,7,87920
17,7,87920
17,13,87920
9,13,87920
17,45,87920
2,52,87920
4,19,87920
13,43,87920
9,43,87940
18,43,87940
17,43,87940
13,45,87940
43,45,87940
43,7,87940
17,7,87940
17,13,87940
9,13,87940
17,45,87940
2,52,87940
4,19,87940
13,43,87940
9,43,87960
19,52,87960
17,43,87960
43,45,87960
43,7,87960
17,7,87960
17,45,87960
2,52,87960
4,19,87960
9,43,87980
19,52,87980
17,7,87980
9,45,87980
9,17,87980
17,45,87980
52,49,87980
2,52,87980
4,19,87980
9,43,88000
19,52,88000
43,7,88000
17,7,88000
10,43,88000
10,13,88000
9,45,88000
17,45,88000
2,52,88000
4,19,88000
10,45,88020
9,43,88020
8,21,88020
19,52,88020
17,43,88020
43,7,88020
17,7,88020
10,43,88020
10,13,88020
9,45,88020
4,52,88020
17,45,88020
2,52,88020
10,17,88020
4,19,88020
19,52,88040
17,43,88040
43,7,88040
17,7,88040
17,13,88040
10,43,88040
9,10,88040
10,13,88040
9,45,88040
9,13,88040
17,45,88040
2,52,88040
43,7,88060
8,10,88060
17,7,88060
17,13,88060
9,10,88060
10,13,88060
9,13,88060
17,45,88060
8,13,88060
2,52,88060
10,17,88060
19,52,88080
17,43,88080
43,7,88080
8,10,88080
17,7,88080
9,45,88080
8,9,88080
17,45,88080
8,13,88080
2,52,88080
10,45,88100
9,43,88100
17,43,88100
11,13,88100
43,45,88100
17,7,88100
10,43,88100
9,10,88100
17,45,88100
2,52,88100
8,7,88100
8,45,88120
17,43,88120
43,45,88120
10,7,88120
8,10,88120
13,19,88120
10,43,88120
17,45,88120
8,17,88120
2,52,88120
10,17,88120
8,43,88140
17,43,88140
43,45,88140
8,10,88140
13,19,88140
10,43,88140
17,45,88140
2,52,88140
10,17,88140
17,43,88160
11,13,88160
43,45,88160
43,7,88160
17,45,88160
2,52,88160
17,43,88180
11,13,88180
43,45,88180
17,45,88180
17,43,88200
11,13,88200
43,45,88200
9,13,88200
17,45,88200
11,13,88220
11,46,88220
43,45,88220
17,45,88220
10,17,88220
10,45,88240
8,45,88240
18,43,88240
43,45,88240
17,45,88240
8,45,88260
17,43,88260
43,45,88260
10,43,88260
17,45,88260
18,43,88280
17,43,88280
43,45,88280
10,43,88280
17,45,88280
10,17,88280
18,43,88300
8,43,88300
17,43,88300
43,45,88300
17,45,88300
10,17,88300
8,45,88320
9,7,88320
18,43,88320
8,43,88320
43,45,88320
17,45,88320
52,49,88320
8,45,88340
9,7,88340
8,43,88340
43,45,88340
10,43,88340
17,45,88340
18,43,88360
43,45,88360
17,45,88360
18,43,88380
43,45,88380
17,45,88380
18,43,88400
17,43,88400
11,46,88400
43,45,88400
17,45,88400
10,17,88400
17,43,88420
43,45,88420
17,45,88420
10,17,88420
9,7,88440
18,43,88440
17,43,88440
43,45,88440
17,45,88440
9,7,88460
17,43,88460
11,46,88460
17,45,88460
9,7,88480
17,43,88480
11,46,88480
43,45,88480
17,45,88480
9,7,88500
17,43,88500
11,46,88500
43,45,88500
9,13,88500
17,45,88500
9,7,88520
17,43,88520
43,45,88520
9,13,88520
17,45,88520
9,7,88540
17,43,88540
17,45,88540
9,7,88560
18,43,88560
11,13,88560
11,46,88560
43,45,88560
17,45,88560
52,49,88560
10,17,88560
9,7,88580
11,13,88580
17,45,88580
8,45,88600
9,7,88600
11,13,88600
52,49,88600
17,18,88600
9,7,88620
11,13,88620
52,49,88620
11,13,88640
43,45,88640
9,13,88640
52,49,88640
2,52,88640
10,17,88640
17,43,88660
11,13,88660
43,45,88660
17,45,88660
11,13,88680
11,13,88700
17,45,88700
11,13,88720
3,52,88720
17,45,88720
52,49,88720
7,34,88720
3,2,88720
9,7,88740
8,43,88740
17,43,88740
11,13,88740
43,45,88740
2,49,88740
17,45,88740
52,49,88740
9,7,88760
17,43,88760
11,13,88760
11,7,88760
17,45,88760
9,7,88780
11,13,88780
17,45,88780
2,52,88780
17,43,88800
11,13,88800
17,45,88800
52,49,88800
2,52,88800
17,43,88820
11,13,88820
17,45,88820
52,49,88820
2,52,88820
17,43,88840
11,13,88840
11,9,88840
9,13,88840
17,45,88840
2,52,88840
17,43,88860
11,13,88860
43,45,88860
17,45,88860
52,49,88860
2,52,88860
9,7,88880
17,43,88880
11,13,88880
43,45,88880
17,45,88880
52,49,88880
2,52,88880
17,43,88900
11,13,88900
17,45,88900
2,52,88900
17,43,88920
11,13,88920
43,45,88920
17,45,88920
2,52,88920
9,7,88940
17,43,88940
11,13,88940
43,45,88940
17,45,88940
10,17,88940
9,7,88960
17,43,88960
46,7,88960
11,13,88960
43,45,88960
8,45,88980
9,7,88980
17,43,88980
46,7,88980
43,45,88980
8,45,89000
17,43,89000
46,7,89000
43,45,89000
11,9,89000
10,43,89000
17,45,89000
10,17,89000
17,43,89020
46,7,89020
43,45,89020
17,45,89020
10,17,89020
8,45,89040
8,43,89040
17,43,89040
11,13,89040
43,45,89040
17,45,89040
17,43,89060
11,13,89060
43,45,89060
17,45,89060
17,43,89080
43,45,89080
9,18,89080
17,45,89080
17,43,89100
11,13,89100
43,45,89100
17,45,89100
11,2,89120
17,43,89120
43,45,89120
17,45,89120
8,43,89140
43,45,89140
17,45,89140
9,7,89160
8,43,89160
17,43,89160
43,45,89160
8,43,89180
43,45,89180
8,45,89200
33,2,89200
9,7,89200
8,43,89200
43,45,89200
9,7,89220
11,17,89220
8,43,89220
43,45,89220
13,24,89220
11,43,89220
10,43,89220
17,45,89220
10,17,89220
11,17,89240
17,43,89240
11,8,89240
9,18,89240
13,24,89240
11,45,89240
11,43,89240
10,43,89240
11,10,89240
17,45,89240
8,17,89240
10,17,89240
10,45,89260
33,2,89260
11,17,89260
17,43,89260
43,45,89260
11,43,89260
11,10,89260
17,45,89260
52,49,89260
10,17,89260
10,45,89280
33,2,89280
8,43,89280
17,43,89280
11,8,89280
43,45,89280
8,10,89280
11,10,89280
17,45,89280
8,17,89280
10,17,89280
10,45,89300
33,2,89300
17,43,89300
17,45,89300
10,17,89300
10,45,89320
17,43,89320
43,45,89320
10,43,89320
10,17,89320
13,30,89320
10,45,89340
17,43,89340
43,45,89340
10,43,89340
17,45,89340
10,17,89340
13,30,89340
17,43,89360
10,43,89360
10,17,89360
45,7,89380
45,46,89380
13,7,89380
10,43,89380
9,45,89380
9,13,89380
10,17,89380
6,43,89400
9,13,89400
10,17,89400
13,2,89420
6,43,89420
9,46,89420
10,17,89420
9,7,89440
46,7,89440
13,2,89440
10,45,89460
9,7,89460
46,7,89460
13,2,89460
33,52,89460
17,45,89460
9,46,89460
10,17,89460
10,45,89480
13,2,89480
33,52,89480
17,45,89480
10,17,89480
6,9,89500
33,52,89500
6,7,89500
17,45,89500
10,45,89520
33,2,89520
9,7,89520
45,46,89520
8,43,89520
6,9,89520
33,52,89520
17,13,89520
10,13,89520
9,17,89520
17,45,89520
2,52,89520
10,17,89520
10,46,89520
10,45,89540
13,45,89540
33,52,89540
10,13,89540
17,45,89540
2,52,89540
10,17,89540
9,7,89560
13,23,89560
33,52,89560
17,45,89560
17,18,89560
33,52,89580
17,7,89580
9,17,89580
17,45,89580
33,52,89600
6,17,89600
17,7,89600
9,17,89600
45,7,89620
33,52,89620
17,13,89620
9,13,89620
9,17,89620
13,18,89620
18,7,89620
45,7,89640
33,52,89640
17,45,89640
13,7,89660
33,52,89660
17,13,89660
6,53,89660
33,52,89680
8,43,89700
33,52,89700
17,7,89700
8,43,89720
33,52,89720
17,7,89720
9,10,89720
9,17,89720
45,7,89740
8,43,89740
33,52,89740
8,43,89760
33,52,89760
17,7,89760
9,10,89760
9,45,89760
9,17,89760
17,45,89760
46,31,89760
9,7,89780
33,52,89780
43,45,89780
46,31,89780
9,7,89800
33,52,89800
43,45,89800
11,9,89800
9,17,89800
46,31,89800
8,45,89820
11,17,89820
8,43,89820
33,52,89820
43,45,89820
11,9,89820
9,10,89820
9,17,89820
11,10,89820
46,31,89820
33,52,89840
46,31,89840
33,52,89860
8,10,89860
46,31,89860
9,53,89880
33,52,89880
9,46,89880
8,45,89900
9,7,89900
6,9,89900
33,52,89900
10,43,89900
8,45,89920
6,9,89920
33,52,89920
9,46,89920
8,45,89940
33,52,89940
13,46,89940
8,45,89960
33,52,89960
13,46,89960
33,52,89980
17,7,89980
9,46,89980
33,52,90000
17,7,90000
17,45,90000
33,52,90020
17,7,90020
9,13,90020
17,45,90020
6,45,90020
9,43,90040
11,13,90040
11,46,90040
33,52,90040
11,43,90040
13,46,90040
13,43,90040
9,43,90060
17,43,90060
43,46,90060
13,45,90060
11,13,90060
11,46,90060
33,52,90060
43,45,90060
